GO	[-11.38 -0.89]	[-0.89 -0.65]	[-0.65 -0.43]	[-0.43 -0.26]	[-0.26 -0.08]	[-0.08 0.08]	[0.08 0.24]	[0.24 0.42]	[0.42 0.63]	[0.63 0.92]	[0.92 2.95]
MIR6891_5P MIR6891_5P	-0.417	-0.417	-0.417	-0.417	-0.417	0.639	-0.417	0.639	-0.417	4.096	-0.401
ZBTB1_TARGET_GENES ZBTB1_TARGET_GENES	-0.274	0.329	0.329	-0.710	-0.710	1.209	0.329	-0.710	-0.710	-0.710	2.645
MIR3127_3P MIR3127_3P	-0.542	-0.177	-0.542	0.474	0.474	-0.542	0.474	-0.542	-0.542	3.285	-0.522
TFAM_TARGET_GENES TFAM_TARGET_GENES	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	2.729	-0.291	1.704	-0.280
MIR4691_3P MIR4691_3P	0.238	-0.375	-0.375	-0.375	0.710	-0.375	-0.375	-0.375	3.261	-0.375	0.249
MIR3912_5P MIR3912_5P	0.238	-0.375	0.238	-0.375	-0.375	-0.375	-0.375	1.383	-0.375	-0.375	2.295
MIR6871_3P MIR6871_3P	-0.250	-0.250	-0.250	-0.250	-0.250	1.013	3.065	-0.250	-0.250	-0.250	-0.240
MIR7109_5P MIR7109_5P	-0.291	-0.291	-0.291	0.893	-0.291	-0.291	0.311	-0.291	-0.291	-0.291	2.790
